DATE,TIME,PICK UP ADDRESS
8/26/2014,11:29:00 AM," 444 Gerard Ave Cortlandt, BX"
8/26/2014,11:30:00 AM, 1738 Lexington Ave NYC
8/26/2014,11:30:00 AM, 330 W 58 St NYC
8/26/2014,11:30:00 AM," 2314 Valentine Ave Fordham, BX"
8/26/2014,11:30:00 AM, 2029 2 Ave NYC
8/26/2014,11:30:00 AM," 2325 University Ave Jerome, BX"
8/26/2014,11:30:00 AM, 111 E 210th St Bronx
8/26/2014,11:31:00 AM," 130 W 183rd St Morris Heights, BX"
8/26/2014,11:33:00 AM, 400 E 70 St NYC
8/26/2014,11:34:00 AM," 5925 Broadway Riverdale, BX"
8/26/2014,11:36:00 AM," 1400 Pelham Pkwy S Morris Park, BX"
8/26/2014,11:36:00 AM, 87 Post Ave NYC
8/26/2014,11:37:00 AM, 15 W 65 St NYC
8/26/2014,11:38:00 AM," 3120 Kingsbridge Ave Kingsbridge, BX"
8/26/2014,11:39:00 AM, 2630 Kingsbridge Ter Bronx
8/26/2014,11:40:00 AM, 700 Fort Washington Ave NYC
8/26/2014,11:41:00 AM, 195 Bennett Ave NYC
8/26/2014,11:41:00 AM," 2065 Davidson Ave Morris Heights, BX"
8/26/2014,11:41:00 AM," 185 W 231st St Kingsbridge, BX"
8/26/2014,11:41:00 AM," 445 W 238th St Kingsbridge, BX"
8/26/2014,11:41:00 AM, 11 Fort George Hill NYC
8/26/2014,11:42:00 AM, 140 Wadsworth Ave NYC
8/26/2014,11:43:00 AM,1 st floor 150 E 45th St New York
8/26/2014,11:45:00 AM, 502 W 177 St New York
8/26/2014,11:45:00 AM, 15 W 65 St NYC
8/26/2014,11:45:00 AM," 234 E 149th St Cortlandt, BX"
8/26/2014,11:46:00 AM, 585 W 214 St NYC
8/26/2014,11:48:00 AM, 17 Post Ave NYC
8/26/2014,11:48:00 AM," 265 E 181st St Tremont, BX"
8/26/2014,11:48:00 AM, 4141 Carpenter Ave Bronx
8/26/2014,11:51:00 AM, 86 Wadsworth Ave NEW YORK
8/26/2014,11:51:00 AM," 2825 Webb Ave Jerome, BX"
8/26/2014,11:51:00 AM, 162 E 78 St NYC
8/26/2014,11:51:00 AM,Suite 150 1575 Blondell Ave Bronx
8/26/2014,11:54:00 AM, 583 W 215 St NYC
8/26/2014,11:54:00 AM," 1001 University Ave High Bridge, BX"
8/26/2014,11:56:00 AM, 654 W 170 St NYC
8/26/2014,11:58:00 AM, 654 W 170 St NYC
8/26/2014,11:58:00 AM, 85 Seaman Ave NYC
8/26/2014,11:59:00 AM, 1305 York Ave NYC
8/26/2014,11:59:00 AM, 2363 7 Ave NYC
8/26/2014,11:59:00 AM, 15 Jacobus Pl NYC
8/26/2014,11:59:00 AM, 579 W 215 St NYC
8/26/2014,12:00:00 PM," 1325 Franklin Ave Morrisania, BX"
8/26/2014,12:00:00 PM," 34-24 102nd St Corona, QU"
8/26/2014,12:00:00 PM, 1561 Unionport Rd Bronx
8/26/2014,12:00:00 PM, 1909 Amsterdam Ave New York
8/26/2014,12:00:00 PM," 3130 Grand Concourse Fordham, BX"
8/26/2014,12:00:00 PM," 955 Yonkers Ave YONKERS, NY."
8/26/2014,12:00:00 PM," 1625 Poplar St Morris Park, BX"
8/26/2014,12:00:00 PM," 2083 Creston Ave Morris Heights, BX"
8/26/2014,12:00:00 PM," 375 E 199th St Fordham, BX"
8/26/2014,12:00:00 PM, 57 Park Ter W NYC
8/26/2014,12:01:00 PM,base 4980 Broadway NYC
8/26/2014,12:02:00 PM, 895 West End Ave NYC
8/26/2014,12:02:00 PM, 235 Seaman Ave NYC
8/26/2014,12:03:00 PM," 1400 Pelham Pkwy S Morris Park, BX"
8/26/2014,12:03:00 PM, 3333 Broadway NEW YORK
8/26/2014,12:04:00 PM, 254 Seaman Ave NYC
8/26/2014,12:04:00 PM," 2870 Heath Ave Kingsbridge, BX"
8/26/2014,12:04:00 PM, 428 W 59 St NEW YORK
8/26/2014,12:06:00 PM," 2008 Eastchester Rd Morris Park, BX"
8/26/2014,12:07:00 PM," 2861 Exterior St Kingsbridge, BX"
8/26/2014,12:07:00 PM, 1410 Park Ave NYC
8/26/2014,12:08:00 PM, 546 Isham St NYC
8/26/2014,12:09:00 PM, 9 Broadway Ter NYC
8/26/2014,12:10:00 PM,CREDIT CARD 3988 10 Ave NYC
8/26/2014,12:10:00 PM," 23-18 31st St Astoria, QU"
8/26/2014,12:13:00 PM, 212 Nagle Ave NYC
8/26/2014,12:14:00 PM, 211 Central Park W NYC
8/26/2014,12:14:00 PM, 248 W 108 St NYC
8/26/2014,12:15:00 PM, 2-12 Sickles St New York
8/26/2014,12:15:00 PM, 4225 Carpenter Ave Bronx
8/26/2014,12:15:00 PM, 3451 Giles Place Bronx
8/26/2014,12:15:00 PM," 234 E 149th St Cortlandt, BX"
8/26/2014,12:15:00 PM, 264 10 Ave NYC
8/26/2014,12:15:00 PM," 121 Clarke Pl E High Bridge, BX"
8/26/2014,12:16:00 PM, 150 Bennett Ave NYC
8/26/2014,12:16:00 PM,con ezpass 66 Overlook Ter NYC
8/26/2014,12:16:00 PM,1st fl 234 E 149th St Bronx
8/26/2014,12:17:00 PM, 395 Fort Washington Ave NYC
8/26/2014,12:17:00 PM, 35 Hillside Ave NYC
8/26/2014,12:17:00 PM, 1 Gustave L Levy Pl NYC
8/26/2014,12:19:00 PM," 1810 Palisade Pl Morris Heights, BX"
8/26/2014,12:19:00 PM, 215   Audubon Ave NYC
8/26/2014,12:19:00 PM," 3434 Corlear Ave Kingsbridge, BX"
8/26/2014,12:21:00 PM, 10 Cooper St NYC
8/26/2014,12:21:00 PM, 1307 St Nicholas Ave NYC
8/26/2014,12:21:00 PM,1st Floor 60 E 208th St Bronx
8/26/2014,12:22:00 PM,9th 1901 1 Ave New York
8/26/2014,12:22:00 PM, 122 Hillside Ave NYC
8/26/2014,12:22:00 PM, 270 Seaman Ave NYC
8/26/2014,12:23:00 PM," 157-02 Cross Bay Blvd Howard Beach, QU"
8/26/2014,12:24:00 PM," 3288 Perry Ave Williamsbridge, BX"
8/26/2014,12:25:00 PM,347-4654976 husband 2705 Marion Ave Bronx
8/26/2014,12:26:00 PM, 45 Fairview Ave NYC
8/26/2014,12:26:00 PM," 1 Marble Hill Ave Kingsbridge, BX"
8/26/2014,12:27:00 PM,CHASE NW Broadway NYC
8/26/2014,12:29:00 PM," 1250 Waters Pl Morris Park, BX"
8/26/2014,12:29:00 PM," 3600 Fieldston Rd Kingsbridge, BX"
8/26/2014,12:30:00 PM, 199 Sherman Ave NYC
8/26/2014,12:30:00 PM," 3363 Sedgwick Ave Kingsbridge, BX"
8/26/2014,12:30:00 PM, 14 W 107 St New York
8/26/2014,12:30:00 PM, 3237 N Chestnut Dr Bronx
8/26/2014,12:30:00 PM, 1660 Andrews Ave S Bronx
8/26/2014,12:30:00 PM, 305 W 97 St New York
8/26/2014,12:30:00 PM," 1514 Stadium Ave Throgs Neck, BX"
8/26/2014,12:31:00 PM,347-4654976 husband 2705 Marion Ave Bronx
8/26/2014,12:33:00 PM, 570 W 204 St NYC
8/26/2014,12:33:00 PM, 15 W 65 St NEW YORK
8/26/2014,12:35:00 PM," 2590 Frisby Ave Morris Park, BX"
8/26/2014,12:37:00 PM, 139 Payson Ave NYC
8/26/2014,12:38:00 PM, 650 W 204 St NYC
8/26/2014,12:38:00 PM, 4626 White Plains Rd Bronx
8/26/2014,12:39:00 PM, 3408 Giles Pl Bronx
8/26/2014,12:40:00 PM, 1831 Madison Ave NYC
8/26/2014,12:41:00 PM," 3050 Corlear Ave Kingsbridge, BX"
8/26/2014,12:43:00 PM," 3815 Putnam Ave W Kingsbridge, BX"
8/26/2014,12:43:00 PM, 1111 Amsterdam Ave New York
8/26/2014,12:44:00 PM, 3959 Broadway New York
8/26/2014,12:44:00 PM, 3959 Broadway New York
8/26/2014,12:44:00 PM, 140 Vermilyea Ave NYC
8/26/2014,12:45:00 PM," 620 E 178th St Tremont, BX"
8/26/2014,12:45:00 PM," 3312 Seymour Ave Baychester, BX"
8/26/2014,12:46:00 PM, 330 Wadsworth Ave NYC
8/26/2014,12:47:00 PM, 1184 5 Ave NYC
8/26/2014,12:48:00 PM, 120 Vermilyea Ave NYC
8/26/2014,12:48:00 PM, 57 Vermilyea Ave NYC
8/26/2014,12:48:00 PM," 3332 Rochambeau Ave Williamsbridge, BX"
8/26/2014,12:48:00 PM," 1625 Poplar St Morris Park, BX"
8/26/2014,12:49:00 PM," 2811 Exterior St Kingsbridge, BX"
8/26/2014,12:49:00 PM,6th floor 635 W 165 St NYC
8/26/2014,12:50:00 PM," 4487 3rd Ave Tremont, BX"
8/26/2014,12:50:00 PM, 258 E 4 St NYC
8/26/2014,12:51:00 PM,HASE BANK NE Broadway NYC
8/26/2014,12:52:00 PM, 115 W 31 St NYC
8/26/2014,12:54:00 PM, 1650 Grand Concourse Bronx
8/26/2014,12:55:00 PM, 366 Wadsworth Ave NYC
8/26/2014,12:55:00 PM, 67 Park Ter E NYC
8/26/2014,12:55:00 PM," 28 Bedford Park Blvd Jerome, BX"
8/26/2014,12:55:00 PM," 200 W Tremont Ave Morris Heights, BX"
8/26/2014,12:56:00 PM, 830 W 177 St NYC
8/26/2014,12:56:00 PM, 634 W 207 St NYC
8/26/2014,12:56:00 PM, 150 Vermilyea Ave NYC
8/26/2014,12:57:00 PM," 930 E Tremont Ave Westfarms, BX"
8/26/2014,12:57:00 PM, 95 Park Ter E NYC
8/26/2014,12:58:00 PM, 188 W 88 St NYC
8/26/2014,12:58:00 PM, 4290 Broadway NYC
8/26/2014,1:00:00 PM, 550 W 157 St NYC
8/26/2014,1:00:00 PM, 310 E 14 St NYC
8/26/2014,1:00:00 PM, 55 E 90 St NYC
8/26/2014,1:00:00 PM, 114 E 71 St NYC
8/26/2014,1:00:00 PM," 3363 Sedgwick Ave Kingsbridge, BX"
8/26/2014,1:00:00 PM," 6355 Broadway Riverdale, BX"
8/26/2014,1:00:00 PM," 639 Rosedale Ave Clason Point, BX"
8/26/2014,1:00:00 PM," 83-45 264th St Glen Oaks, QU"
8/26/2014,1:00:00 PM, 526 W 174 St New York
8/26/2014,1:00:00 PM, 3214 Kingsbridge Ave Bronx
8/26/2014,1:00:00 PM, 3119 Webster Ave Bronx
8/26/2014,1:00:00 PM, 1755 Story Ave Bronx
8/26/2014,1:02:00 PM," 88 Featherbed Ln High Bridge, BX"
8/26/2014,1:02:00 PM, 240 Wadsworth Ave NYC
8/26/2014,1:03:00 PM,1st fl 1221 Jerome Ave Bronx
8/26/2014,1:04:00 PM, 423 E 23 St NYC
8/26/2014,1:04:00 PM, 64 Vermilyea Ave NYC
8/26/2014,1:04:00 PM, 97 Ellwood St NYC
8/26/2014,1:05:00 PM, 5639 Netherland Ave Bronx
8/26/2014,1:05:00 PM," 3725 75th St Jackson Heights, QU"
8/26/2014,1:06:00 PM, 2698 8 Ave NYC
8/26/2014,1:06:00 PM, 28 Sickles St NYC
8/26/2014,1:07:00 PM, 4482 Broadway NYC
8/26/2014,1:07:00 PM, 309 E 94 St NYC
8/26/2014,1:07:00 PM, 167 Audubon Ave NYC
8/26/2014,1:08:00 PM, 426 W 58 St NYC
8/26/2014,1:08:00 PM,por hillside 1 Sickles St NYC
8/26/2014,1:08:00 PM," 199 Mount Eden Pkwy Tremont, BX"
8/26/2014,1:09:00 PM,hotel 2296 Frederick Douglass Blvd NEW YORK
8/26/2014,1:09:00 PM," 3855 Orloff Ave Kingsbridge, BX"
8/26/2014,1:09:00 PM, 550 W 157 St NYC
8/26/2014,1:09:00 PM, 121 Seaman Ave NYC
8/26/2014,1:09:00 PM,BACK 150 W 225 St NYC
8/26/2014,1:09:00 PM, 565 W 215 St NYC
8/26/2014,1:09:00 PM, 635 Madison Ave NYC
8/26/2014,1:10:00 PM, 3475 Greystone Ave Bronx
8/26/2014,1:10:00 PM, 4876 Broadway NYC
8/26/2014,1:13:00 PM, 86 Nagle Ave NYC
8/26/2014,1:14:00 PM, 145 Seaman Ave NYC
8/26/2014,1:15:00 PM, 4290 Broadway NYC
8/26/2014,1:15:00 PM, 128 Seaman Ave NYC
8/26/2014,1:15:00 PM, 2253 3 Ave NYC
8/26/2014,1:15:00 PM, 1001 University Ave Bronx
8/26/2014,1:15:00 PM, 230 E 102 St New York
8/26/2014,1:18:00 PM,base 4980 Broadway NYC
8/26/2014,1:18:00 PM," 226 Kimberly Pl Kingsbridge, BX"
8/26/2014,1:20:00 PM,"ponchball nw Broadway Kingsbridge, BX"
8/26/2014,1:20:00 PM," 2221 Boston Rd Williamsbridge, BX"
8/26/2014,1:21:00 PM, nw W 214 St NYC
8/26/2014,1:21:00 PM,Bsmnt 1470 Madison Ave New York
8/26/2014,1:22:00 PM," 3901 Independance Ave Riverdale, BX"
8/26/2014,1:23:00 PM, 19 Dongan Pl NYC
8/26/2014,1:24:00 PM, 240 Nagle Ave NYC
8/26/2014,1:24:00 PM, 629 W 185 St NYC
8/26/2014,1:25:00 PM, 2 Henshaw St NYC
8/26/2014,1:25:00 PM, 34 Fort Charles Pl NYC
8/26/2014,1:25:00 PM, 16 W 137 St New York
8/26/2014,1:26:00 PM," 2271 Virgil Pl Clason Point, BX"
8/26/2014,1:27:00 PM, 429 W 59 St New York
8/26/2014,1:28:00 PM, 514 W 211 St NYC
8/26/2014,1:29:00 PM," 1650 Grand Concourse Tremont, BX"
8/26/2014,1:29:00 PM,2nd Fl 727 6th Ave New York
8/26/2014,1:30:00 PM," 55 W 180th St Morris Heights, BX"
8/26/2014,1:30:00 PM," 4064 Bronx Blvd Wakefield, BX"
8/26/2014,1:30:00 PM, 945 Amsterdam Ave NYC
8/26/2014,1:30:00 PM, 426 W 58 St NYC
8/26/2014,1:30:00 PM," 1770 Andrews Ave S Morris Heights, BX"
8/26/2014,1:30:00 PM,Priv House 1224 Tinton Ave Bronx
8/26/2014,1:30:00 PM, 125 W 31 St New York
8/26/2014,1:31:00 PM,"garden gourmet nw Broadway Kingsbridge, BX"
8/26/2014,1:31:00 PM," 800 Concourse Village W Cortlandt, BX"
8/26/2014,1:32:00 PM, 585 W 214 St NYC
8/26/2014,1:33:00 PM, 420 E 72 St NEW YORK
8/26/2014,1:33:00 PM,"deegan motel office 3600 Bailey Ave Kingsbridge, BX"
8/26/2014,1:34:00 PM, 558 W 164 St NYC
8/26/2014,1:34:00 PM, 585 W 204 St NYC
8/26/2014,1:35:00 PM," 2663 Heath Ave Kingsbridge, BX"
8/26/2014,1:36:00 PM," 170 W 233rd St Kingsbridge, BX"
8/26/2014,1:36:00 PM,"deegan motel office 3600 Bailey Ave Kingsbridge, BX"
8/26/2014,1:39:00 PM, 631 W 207 St NYC
8/26/2014,1:40:00 PM, 295 Wadsworth Ave New York
8/26/2014,1:40:00 PM, 34 Hillside Ave NYC
8/26/2014,1:40:00 PM, 536 Isham St NYC
8/26/2014,1:41:00 PM, 571 Academy St NYC
8/26/2014,1:42:00 PM, 585 W 214 St NYC
8/26/2014,1:42:00 PM, 2604 3rd Ave Bronx
8/26/2014,1:43:00 PM," 2 Marble Hill Ave Kingsbridge, BX"
8/26/2014,1:45:00 PM,delivery comida 1528 Amsterdam Ave NYC
8/26/2014,1:45:00 PM, 4334 Broadway NYC
8/26/2014,1:45:00 PM, 2680 8 Ave NYC
8/26/2014,1:45:00 PM," 2163 Morris Ave Morris Heights, BX"
8/26/2014,1:46:00 PM, 15 W 65 St NYC
8/26/2014,1:47:00 PM, 111 E 210th St Bronx
8/26/2014,1:49:00 PM, nw Broadway NYC
8/26/2014,1:49:00 PM, 252 Wadsworth Ave NYC
8/26/2014,1:50:00 PM, 569 Academy St NYC
8/26/2014,1:50:00 PM," 625 E Fordham Rd Fordham, BX"
8/26/2014,1:52:00 PM," 2221 Boston Rd Williamsbridge, BX"
8/26/2014,1:52:00 PM," 2300 Sedgwick Ave Jerome, BX"
8/26/2014,1:53:00 PM, 635 W 165 St NYC
8/26/2014,1:53:00 PM," 3024 Kingsbridge Ave Kingsbridge, BX"
8/26/2014,1:53:00 PM, 431 Audubon Ave NYC
8/26/2014,1:55:00 PM, 3758 10 Ave NYC
8/26/2014,1:55:00 PM, 29 Wadsworth Ave NYC
8/26/2014,1:56:00 PM, 4482 Broadway NYC
8/26/2014,1:56:00 PM," 3400 Bainbridge Ave Williamsbridge, BX"
8/26/2014,1:56:00 PM, 3119 Bailey Ave Bronx
8/26/2014,1:56:00 PM,cachapas y mas  Dyckman St NYC
8/26/2014,1:57:00 PM, 231 West 230th St Bronx
8/26/2014,2:00:00 PM," 3118 Bailey Ave Kingsbridge, BX"
8/26/2014,2:00:00 PM, 680 Fort Washington Ave NYC
8/26/2014,2:00:00 PM, 722 W 168 St NYC
8/26/2014,2:00:00 PM, 630 W 168 St NYC
8/26/2014,2:00:00 PM, 50 Amsterdam Ave NYC
8/26/2014,2:00:00 PM, 161 Fort Washington Ave New York
8/26/2014,2:00:00 PM, 2215 1 Ave New York
8/26/2014,2:01:00 PM, 536 Isham St NYC
8/26/2014,2:03:00 PM," 99 Marble Hill Ave Kingsbridge, BX"
8/26/2014,2:05:00 PM, 310 Riverside Dr NYC
8/26/2014,2:06:00 PM, 31 Post Ave NYC
8/26/2014,2:08:00 PM,credit card 502 W 177 St NYC
8/26/2014,2:11:00 PM, 4626 White Plains Rd Bronx
8/26/2014,2:11:00 PM, 170 W 233rd St Bronx
8/26/2014,2:12:00 PM, 4626 White Plains Rd Bronx
8/26/2014,2:12:00 PM, 1211 White Plains Rd Bronx
8/26/2014,2:12:00 PM, 554 W 160 St NYC
8/26/2014,2:12:00 PM, 195 Nagle Ave NYC
8/26/2014,2:12:00 PM," 2050 Eastchester Rd Morris Park, BX"
8/26/2014,2:12:00 PM,"credit card 3225 Johnson Ave Kingsbridge, BX"
8/26/2014,2:13:00 PM," 1695 Eastchester Rd Morris Park, BX"
8/26/2014,2:13:00 PM, 1176 5 Ave NYC
8/26/2014,2:14:00 PM, 90 Laurel Hill Ter NYC
8/26/2014,2:14:00 PM, 485 W 187 St NYC
8/26/2014,2:15:00 PM," 641 E 225th St Wakefield, BX"
8/26/2014,2:15:00 PM, 2020 Davidson Ave Bronx
8/26/2014,2:15:00 PM, 3327 Wickham Ave Bronx
8/26/2014,2:15:00 PM, 1839 Lexington Ave New York
8/26/2014,2:16:00 PM, 99 Fort Washington Ave NEW YORK
8/26/2014,2:17:00 PM, 603 Isham St NYC
8/26/2014,2:17:00 PM,Ground floor 1990 Lexington Ave New York
8/26/2014,2:18:00 PM, 51 W 51 St NYC
8/26/2014,2:18:00 PM, 530   W 147 St NYC
8/26/2014,2:19:00 PM, 78 Adrian Ave NYC
8/26/2014,2:20:00 PM,squina nw Broadway NYC
8/26/2014,2:20:00 PM, 230 Central Park S NYC
8/26/2014,2:20:00 PM,credit card 251   Seaman Ave NYC
8/26/2014,2:20:00 PM, 1625 Poplar St Bronx
8/26/2014,2:22:00 PM,11th floor 1305 York Ave New York
8/26/2014,2:22:00 PM, 282 Cabrini Blvd NYC
8/26/2014,2:23:00 PM," 1200 Waters Pl Morris Park, BX"
8/26/2014,2:24:00 PM, 668 Riverside Dr NYC
8/26/2014,2:24:00 PM," 2869 Heath Ave Kingsbridge, BX"
8/26/2014,2:24:00 PM, 5210 Broadway NYC
8/26/2014,2:25:00 PM, 1865 Amsterdam Ave NYC
8/26/2014,2:25:00 PM," 2454 Webb Ave Jerome, BX"
8/26/2014,2:25:00 PM," 6229 84th St Middle Village, QU"
8/26/2014,2:27:00 PM,chase bank 98 W 225 St NYC
8/26/2014,2:27:00 PM," 170 W 233rd St Kingsbridge, BX"
8/26/2014,2:28:00 PM,esquina masculino ne Seaman Ave NYC
8/26/2014,2:28:00 PM," 1575 Blondell Ave Morris Park, BX"
8/26/2014,2:30:00 PM, 83 Vermilyea Ave NYC
8/26/2014,2:30:00 PM, 4120 Broadway NYC
8/26/2014,2:31:00 PM,"shopping center nw   Bruckner Blvd Foxhurst, BX"
8/26/2014,2:32:00 PM," 2820 Bailey Ave Kingsbridge, BX"
8/26/2014,2:32:00 PM, 6 E 46 St NYC
8/26/2014,2:32:00 PM, 2949 8 Ave NYC
8/26/2014,2:33:00 PM, 251 W 19 St NYC
8/26/2014,2:34:00 PM," 3021 Heath Ave Kingsbridge, BX"
8/26/2014,2:34:00 PM, 2011 Amsterdam Ave NYC
8/26/2014,2:35:00 PM, 616 Academy St NYC
8/26/2014,2:36:00 PM, 52 E 125 St NYC
8/26/2014,2:36:00 PM," 448 W 238th St Kingsbridge, BX"
8/26/2014,2:36:00 PM, 743 E 9 St NYC
8/26/2014,2:37:00 PM, 228 Nagle Ave NYC
8/26/2014,2:38:00 PM, 31 Sickles St NYC
8/26/2014,2:40:00 PM,squina nw   W 133 St NYC
8/26/2014,2:40:00 PM, 3170 Broadway NYC
8/26/2014,2:41:00 PM, 2304 Sedgwick Ave Bronx
8/26/2014,2:42:00 PM,pathmark 410 W 207 St NYC
8/26/2014,2:44:00 PM, 106 Fort Washington Ave NYC
8/26/2014,2:47:00 PM, 78 Terrace View Ave Bronx
8/26/2014,2:47:00 PM,el parque femenina ne Fort Washington Ave NYC
8/26/2014,2:49:00 PM, 209 Dyckman St NYC
8/26/2014,2:50:00 PM, 61 Post Ave NYC
8/26/2014,2:51:00 PM," 660 Arnow Ave Williamsbridge, BX"
8/26/2014,2:53:00 PM, 220 W 133 St NYC
8/26/2014,2:55:00 PM, 1540 York Ave NYC
8/26/2014,2:55:00 PM, 535 Edgecombe Ave NYC
8/26/2014,2:55:00 PM," 3044 Albany Cres Kingsbridge, BX"
8/26/2014,2:57:00 PM,"la clinica 242 Naples Ter Kingsbridge, BX"
8/26/2014,2:59:00 PM, 251 Seaman Ave NYC
8/26/2014,2:59:00 PM, 73 Ellwood St NYC
8/26/2014,3:00:00 PM, 4120 Broadway NYC
8/26/2014,3:00:00 PM, 99 Fort Washington Ave NEW YORK
8/26/2014,3:00:00 PM,regular car 100 W 93 St NYC
8/26/2014,3:00:00 PM," 3777 Independence Ave Kingsbridge, BX"
8/26/2014,3:00:00 PM," 1265 Gerard Ave High Bridge, BX"
8/26/2014,3:00:00 PM, 521 Isham St NYC
8/26/2014,3:01:00 PM, 230 2 Ave NYC
8/26/2014,3:01:00 PM, 17 Post Ave NYC
8/26/2014,3:02:00 PM," 210 W 251st St Riverdale, BX"
8/26/2014,3:02:00 PM," 210 W 251st St Riverdale, BX"
8/26/2014,3:02:00 PM, 105 Arden St NYC
8/26/2014,3:02:00 PM," 1650 Grand Concourse Tremont, BX"
8/26/2014,3:05:00 PM, 1824 Madison Ave NYC
8/26/2014,3:06:00 PM, 505 St Nicholas Ave NYC
8/26/2014,3:07:00 PM, 1515 Jarrett Pl Bronx
8/26/2014,3:08:00 PM, 160 Fort Washington Ave NYC
8/26/2014,3:09:00 PM," 2737 3rd Ave South Bronx, BX"
8/26/2014,3:09:00 PM, 520 E 70 St NYC
8/26/2014,3:10:00 PM, 222 Seaman Ave NYC
8/26/2014,3:10:00 PM," 2815 Schley Ave Throgs Neck, BX"
8/26/2014,3:11:00 PM, 526 W 211 St NYC
8/26/2014,3:11:00 PM, 526 W 211 St NYC
8/26/2014,3:11:00 PM," 2735 Henry Hudson Pkwy W Kingsbridge, BX"
8/26/2014,3:13:00 PM, 585 W 214 St NYC
8/26/2014,3:13:00 PM, 161 Fort Washington Ave NYC
8/26/2014,3:13:00 PM,C TOWN nw   Broadway NYC
8/26/2014,3:13:00 PM, 622 W 168 St NYC
8/26/2014,3:14:00 PM," 1981 Sedgwick Ave Morris Heights, BX"
8/26/2014,3:14:00 PM," 3640 Johnson Ave Kingsbridge, BX"
8/26/2014,3:16:00 PM, 602 W 185 St NYC
8/26/2014,3:18:00 PM," 260 E 188th St Fordham, BX"
8/26/2014,3:18:00 PM, 195 Nagle Ave NYC
8/26/2014,3:19:00 PM," 860 Grand Concourse Cortlandt, BX"
8/26/2014,3:19:00 PM, 110 Post Ave NYC
8/26/2014,3:20:00 PM, 580   St Nicholas Ave NYC
8/26/2014,3:21:00 PM, 201 West Kingsbridge Rd Bronx
8/26/2014,3:21:00 PM," 2663 Heath Ave Kingsbridge, BX"
8/26/2014,3:22:00 PM, 161 Fort Washington Ave NYC
8/26/2014,3:22:00 PM,dukin donuts ne Broadway NYC
8/26/2014,3:23:00 PM,base 4980 Broadway NYC
8/26/2014,3:23:00 PM," 625 E Fordham Rd Fordham, BX"
8/26/2014,3:23:00 PM,Basement 635 W 165th St New York
8/26/2014,3:24:00 PM,round trip 650   W 168 St NYC
8/26/2014,3:24:00 PM, 320 Wadsworth Ave NYC
8/26/2014,3:25:00 PM, 513 W 166th St New York
8/26/2014,3:26:00 PM, 1176 5th Ave New York
8/26/2014,3:26:00 PM, 240 E 38 St NYC
8/26/2014,3:26:00 PM, 11 Broadway Ter NYC
8/26/2014,3:26:00 PM," 3435 Giles Pl Kingsbridge, BX"
8/26/2014,3:27:00 PM, 1795 Riverside Dr NYC
8/26/2014,3:27:00 PM, 525 E 68 St NYC
8/26/2014,3:30:00 PM, 602 W 137 St NYC
8/26/2014,3:31:00 PM, 177 E 75 St NYC
8/26/2014,3:31:00 PM,base 4980 Broadway NYC
8/26/2014,3:33:00 PM, 60 Seaman Ave NYC
8/26/2014,3:33:00 PM, 2 Columbus Circle NYC
8/26/2014,3:35:00 PM, 41 W 184th St Bronx
8/26/2014,3:37:00 PM,base 4980 Broadway NYC
8/26/2014,3:39:00 PM," 3636 Greystone Ave Kingsbridge, BX"
8/26/2014,3:40:00 PM,main hospital 1000 10 Ave NYC
8/26/2014,3:41:00 PM, 5141 Broadway NYC
8/26/2014,3:41:00 PM, 105 Haven Ave NYC
8/26/2014,3:41:00 PM, 60 Seaman Ave NYC
8/26/2014,3:41:00 PM, 3408 Giles Pl Bronx
8/26/2014,3:41:00 PM, 76 Thayer St NYC
8/26/2014,3:42:00 PM, 108 W 227th St Bronx
8/26/2014,3:43:00 PM," 2526 Valentine Ave Fordham, BX"
8/26/2014,3:45:00 PM, 1909 Amsterdam Ave New York
8/26/2014,3:46:00 PM, 103 Seaman Ave NYC
8/26/2014,3:48:00 PM," 1825 Eastchester Rd Morris Park, BX"
8/26/2014,3:50:00 PM," 765 Courtlandt Ave Cortlandt, BX"
8/26/2014,3:52:00 PM," 3333 Henry Hudson Pkwy W Kingsbridge, BX"
8/26/2014,3:54:00 PM," 1101 Pelham Pkwy N Baychester, BX"
8/26/2014,3:54:00 PM,POST OFFICE NW W 204 St NYC
8/26/2014,3:55:00 PM,"credit card 1700 Bathgate Ave Tremont, BX"
8/26/2014,3:56:00 PM," 85 W Burnside Ave Morris Heights, BX"
8/26/2014,3:56:00 PM,base 4980 Broadway NYC
8/26/2014,3:56:00 PM,big gym ne W 181 St NYC
8/26/2014,3:59:00 PM," 210 W 230th St Kingsbridge, BX"
8/26/2014,3:59:00 PM," 231 W 246th St Riverdale, BX"
8/26/2014,3:59:00 PM,3rd floor 161 Fort Washington Ave New York
8/26/2014,4:00:00 PM, 3716 10 Ave NYC
8/26/2014,4:00:00 PM, 206 Audubon Ave NYC
8/26/2014,4:01:00 PM, 111 Centre St NYC
8/26/2014,4:01:00 PM, 710 W 168 St NYC
8/26/2014,4:02:00 PM, 74 Nagle Ave NYC
8/26/2014,4:03:00 PM, 2 Adrian Ave NYC
8/26/2014,4:04:00 PM,7th Floor 1184 5 Ave New York
8/26/2014,4:06:00 PM," 3050 Corlear Ave Kingsbridge, BX"
8/26/2014,4:07:00 PM, 57 Saint Marks Pl NYC
8/26/2014,4:08:00 PM,3rd fl 622 W 168th St New York
8/26/2014,4:10:00 PM,por riverside dr 3333 Broadway NYC
8/26/2014,4:10:00 PM," 3130 Albany Cres Kingsbridge, BX"
